id,dataset,question_type,question_stem,improved_question,label,gold_choice,is_correct,answer,letter_answer,llm_output,llm_extracted_output,model,error
ddxplus-155,ddxplus,ddxplus,"If the patient does not have numbness, loss of sensation or tingling in the feet, how will this affect the more probability of Guillain-Barré syndrome?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-157,ddxplus,ddxplus,"If the patient has had unprotected sex with more than one partner in the last 6 months, how will this affect the more probability of HIV (initial infection)?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-158,ddxplus,ddxplus,"If the patient has been treated in hospital recently for nausea, agitation, intoxication or aggressive behavior and received medication via an intravenous or intramuscular route, how will this affect the more probability of Acute dystonic reactions?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-159,ddxplus,ddxplus,"If the patient does not attend or work in a daycare, how will this affect the more probability of Acute laryngitis?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-162,ddxplus,ddxplus,"If the patient did eat dark-fleshed fish (such as tuna) or Swiss cheese before the reaction occurred, how will this affect the less probability of Scombroid food poisoning?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-161,ddxplus,ddxplus,"If the patient's symptoms are worse when lying down and alleviated while sitting up, how will this affect the less probability of Pericarditis?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-160,ddxplus,ddxplus,"If the patient does not have a known severe food allergy, how will this affect the less probability of Anaphylaxis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-164,ddxplus,ddxplus,"If the patient has a hiatal hernia, how will this affect the more probability of GERD?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-163,ddxplus,ddxplus,"If the patient feels like the patient are dying or were the patient afraid that the patient were about do die, how will this affect the less probability of Panic attack?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-166,ddxplus,ddxplus,"If the patient has had a pericarditis before, how will this affect the more probability of SLE?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-165,ddxplus,ddxplus,"If the patient has not had a cold in the last 2 weeks, how will this affect the more probability of Larygospasm?",,less,B,False,more,A,A,A,llama3.1:8b,
ddxplus-167,ddxplus,ddxplus,"If the patient does currently take hormones, how will this affect the less probability of Pulmonary embolism?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-168,ddxplus,ddxplus,"If the patient did previously, or do the patient currently, have any weakness/paralysis in one or more of the patient's limbs or in the patient's face, how will this affect the less probability of Guillain-Barré syndrome?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-170,ddxplus,ddxplus,"If the patient does not have greenish or yellowish nasal discharge, how will this affect the more probability of Acute rhinosinusitis?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-169,ddxplus,ddxplus,"If the patient does regularly drink coffee or tea, how will this affect the more probability of PSVT?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-171,ddxplus,ddxplus,"If the patient does not have symptoms that are increased with physical exertion but alleviated with rest, how will this affect the less probability of Myocarditis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-172,ddxplus,ddxplus,"If the patient has noticed any new fatigue, generalized and vague discomfort, diffuse (widespread) muscle aches or a change in the patient's general well-being related to the patient's consultation today, how will this affect the more probability of Myocarditis?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-173,ddxplus,ddxplus,"If the patient has greenish or yellowish nasal discharge, how will this affect the more probability of Chronic rhinosinusitis?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-174,ddxplus,ddxplus,"If the patient does not have a burning sensation that starts in the patient's stomach then goes up into the patient's throat, and can be associated with a bitter taste in the patient's mouth, how will this affect the less probability of GERD?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-175,ddxplus,ddxplus,"If the patient has not noticed that the tone of the patient's voice has become deeper, softer or hoarse, how will this affect the less probability of Acute laryngitis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-176,ddxplus,ddxplus,"If the patient does live with 4 or more people, how will this affect the more probability of Acute laryngitis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-177,ddxplus,ddxplus,"If the patient is not currently using intravenous drugs, how will this affect the more probability of Tuberculosis?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-178,ddxplus,ddxplus,"If the patient has high cholesterol or do the patient take medications to treat high cholesterol, how will this affect the less probability of Possible NSTEMI / STEMI?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-179,ddxplus,ddxplus,"If the patient has intense coughing fits, how will this affect the more probability of Inguinal hernia?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-180,ddxplus,ddxplus,"If the patient has metastatic cancer, how will this affect the more probability of Spontaneous rib fracture?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-182,ddxplus,ddxplus,"If the patient has never been diagnosed with gastroesophageal reflux before, how will this affect the less probability of Chronic rhinosinusitis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-181,ddxplus,ddxplus,"If the patient has not recently taken decongestants or other substances that may have stimulant effects, how will this affect the less probability of PSVT?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-183,ddxplus,ddxplus,"If the patient has an active cancer, how will this affect the less probability of Pulmonary embolism?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-184,ddxplus,ddxplus,"If the patient does not exercise regularly, 4 times per week or more, how will this affect the less probability of Stable angina?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-185,ddxplus,ddxplus,"If the patient has had surgery to remove lymph nodes before, how will this affect the more probability of Localized edema?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-186,ddxplus,ddxplus,"If the patient has nasal congestion or a clear runny nose, how will this affect the less probability of Cluster headache?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-188,ddxplus,ddxplus,"If the patient has not had one or several flare ups of chronic obstructive pulmonary disease (COPD) in the past year, how will this affect the less probability of Acute COPD exacerbation / infection?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-187,ddxplus,ddxplus,"If the patient answers YES to ""Are there any members of your family who have been diagnosed myasthenia gravis"", how will this affect the more probability of Myasthenia gravis?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-189,ddxplus,ddxplus,"If the patient does not suffer from chronic anxiety, how will this affect the more probability of Panic attack?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-190,ddxplus,ddxplus,"If the patient has never had fluid in the patient's lungs before, how will this affect the less probability of Acute pulmonary edema?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-191,ddxplus,ddxplus,"If the patient has bouts of choking or shortness of breath that wake the patient up at night, how will this affect the less probability of Acute pulmonary edema?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-192,ddxplus,ddxplus,"If the patient feels the patient's abdomen is bloated or distended (swollen due to pressure from inside), how will this affect the more probability of Inguinal hernia?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-194,ddxplus,ddxplus,"If the patient does not have heart failure, how will this affect the more probability of Acute pulmonary edema?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-193,ddxplus,ddxplus,"If the patient does not have Rheumatoid Arthritis, how will this affect the more probability of Bronchiectasis?",,less,B,True,less,B,B,B,llama3.1:8b,
ddxplus-195,ddxplus,ddxplus,"If the patient has a sore throat, how will this affect the more probability of URTI?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-196,ddxplus,ddxplus,"If the patient's symptoms are not worse when lying down and alleviated while sitting up, how will this affect the more probability of Pericarditis?",,less,B,False,more,A,A,A,llama3.1:8b,
ddxplus-197,ddxplus,ddxplus,"If the patient has any close family members who suffer from allergies (any type), hay fever or eczema, how will this affect the more probability of Allergic sinusitis?",,more,A,True,more,A,A,A,llama3.1:8b,
ddxplus-198,ddxplus,ddxplus,"If the patient has not felt confused or disorientated lately, how will this affect the less probability of Ebola?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-199,ddxplus,ddxplus,"If the patient has not had a cold in the last 2 weeks, how will this affect the less probability of Acute laryngitis?",,more,A,False,less,B,B,B,llama3.1:8b,
ddxplus-200,ddxplus,ddxplus,"If the patient does not have pain somewhere, related to the patient's reason for consulting, how will this affect the more probability of Boerhaave?",,less,B,True,less,B,B,B,llama3.1:8b,
